description,country,variety
"A joint venture with the van Zeller and Symington families, this is a surprisingly airy, light wine which seems to miss weight and depth. Sweetness, black figs, lean.",Portugal,Port
"A warm wine, open, broad and soft with just some mineral texture. Flavors are of quince, sweet white plums, with some final green, herbal character.",Portugal,Portuguese White
"A fresh-faced wine, bright with berry fruits, a light layer of tannins and a soft, easy texture. There is some stalkiness but this is great as a delicious, easy wine.",Portugal,Portuguese Red
"This offers fresh, red currant fruits, broadened with wood aging, with a tight edge of tannins and dryness. That said, it is showing early signs of maturity and is definitely ready to drink.",Portugal,Portuguese Red
"A lean style bringing out acidity from the juicy black currant fruits. It has definite tannins supporting the fruit, while it finishes with fresh, perhaps too fresh, acidity.",Portugal,Portuguese Red
"Soft, smoothly textured wine, its licorice and wood flavors balanced with blackberry juice fruits. It is fresh, full in the mouth, finishing with good acidity. Ready to drink.",Portugal,Portuguese Red
"Great nutty aromas come from the glass and follow into the palate of this sweeter style of white Port. It is rich, packed with almonds and a tangy orange zest edge.",Portugal,White Port
"A light wine, very floral, with aromas of honeysuckle. The dry tannins behind don't quite seem to match all these perfumes. But there is fresh fruit, and simple structure.",Portugal,Port
"Smooth and rounded wine, with dense dried fruits and plum flavors, this is an immediately attractive wine. It shows some sign of maturity, hints of meatiness and a smoky character. Drink over the next two years.",Portugal,Merlot
"This is a potentially fine wine, spoilt by high alcohol. The structure is dense and with enough acidity and solid tannins. The alcohol is the problem, derived from fruit that tastes overripe.",Portugal,Portuguese Red
"Bright citrus crispness on this young, lively wine. It has a creamy texture, pierced with fresh acidity, with extra weight from some peach juice flavors.",Portugal,Portuguese White
"Foamy and creamy in the mouth, this definitely moves into sweet melon, sweet cookies, yeast, but with enough acidity. It would work well with fresh fruits.",Portugal,Portuguese Sparkling
"Named after the monastery of Farizoa in Alentejo, this is in a fresh, fruity style, packed with sweet damsons, some fresh acidity, but more in open, welcoming richness. For drinking over the next year.",Portugal,Portuguese Red
"Bright pink in color, a caramel flavor resting on taut strawberries and a fresh berry character. There is a touch of apple to go with the light, bright style. Drink this year.",Portugal,Rosé
"A soft style, with some sweetness, but plenty of freshness to give a great lift. The sweet apple flavors are edged with acidity, but the whole wine has a good feeling of warmth.",Portugal,Portuguese Sparkling
"A herbal wine, very aromatic, with flavors that go towards bell peppers and young berry fruit. It has a firmly dry tannic center, finishing with very fresh acidity.",Portugal,Portuguese Red
"A light, bright and crisp wine, packed with fresh apple juice and really vivid acidity. The fresh prickle on the tongue from this young wine is delicious.",Portugal,Portuguese White
"Green herbs, bell peppers and an open texture give this wine a light feel. It is soft, layered with some dry tannins, finishing with fresh fruit.",Portugal,Touriga Nacional-Cabernet Sauvignon
"Borges's simple red from the Douro emphasizes lightness and fruitiness. It is ready to drink with a fine, juicy character that brings out fresh blueberries and soft tannins, finished with acidity.",Portugal,Portuguese Red
"Fresh, with considerable acidity, this is as crisp as it gets. Apple and lemon juice dominate the flavors, with just a light touch of softness to calm the acidity.",Portugal,Portuguese Sparkling
"Just off dry, this is a bright and crisp wine that bounces round the palate. It is summer apéritif time with this vivid, pink grapefruit-flavored wine.",Portugal,Portuguese White
"Based on a core of dry tannins, this is a wine with some tough, stalky fruit along with black currant skin texture. It is firm, definitely for food, with those tannins that edge on bitter.",Portugal,Portuguese Red
"Bright, crisp raspberry flavors on a bone-dry wine. It is fresh and vibrant, a light touch of caramel and powerful acidity.",Portugal,Rosé
"A reserve style of Port, with a fine perfumed character, with damson skins and stalky black berries. The style is soft, not noticeably sweet, with a definite dry center. It suffers from a bitter sweetness.",Portugal,Port
"Crushed strawberry aromas, followed by flavors that are fresh, sweet and a palate that has the delicious prickle of a young wine. Screwcap.",Portugal,Rosé
An attractive strawberry-flavored wine with light sweetness and a caramel edge. Acidity keeps it lively in a fine apéritif style.,Portugal,Portuguese Rosé
"A fresh and light wine, this familiar Vinho Verde boasts simple citrus and pineapple flavors, bright and finally just off-dry. Great summer drinking.",Portugal,Portuguese White
"They say red Vinho Verde is an acquired taste, and with its very tight tannins and acidity, this wine fits the billing. Think of it with sardines or fatty meats.",Portugal,Portuguese Red
"With a prickle on the tongue and a light burst of acidity, this is a crisp Muscat, with typical aromatic character. It just misses total freshness.",Portugal,Moscatel
"A dry rosé, dominated by caramel and raspberry fruit flavors. It has attractive acidity, but the texture does feel heavy, leaving a dull aftertaste.",Portugal,Rosé
"Dry Vinho Verde, showing all the citrus crispness that is the style's hallmark. It is light and fresh, demanding summer food, finishing with a brisk bite of acidity.",Portugal,Portuguese White
"Get past the pharmacy aromas and this is a pleasant, if rather fat, wine. It has some pear juice flavors along with a final light acidity.",Portugal,Portuguese White
"An old style wine, with fleshy ripe fruit, dry tannins and berry flavors.",Portugal,Portuguese Red
"Attractive crisp raspberry fruits, with a creamy texture, but spoilt by a sweet caramel edge.",Portugal,Portuguese Sparkling
"From low-yielding 70-year-old vines, this is a beautifully structured wine, its dark tannins balanced by complex dark coffee, plum skins in a rich texture. It's obviously a wine for aging —give it at least four years.",Portugal,Portuguese Red
"Selected from barrel tastings, this mineral, vibrant wine demands aging. The flavors are bright white fruits, with a tropical touch, followed by a dense biting texture. Final grapefruit acidity tops this ageworthy wine.",Portugal,Portuguese White
"Big, powerful and rich, beautiful fruit and acidity along with densely structured tannins. This is a powerful expression of great Douro fruit, packed with intensity and concentration, likely to age for many years.",Portugal,Portuguese Red
"An impressive wine which balances power, structure and concentration with a fresh line in black berry juice fruits, as well as lively acidity. The power comes from the firm, dry and dark tannins that show how well this wine will age. Give it six years or more.",Portugal,Portuguese Red
